"h","doy","hod","out_T","out_RH","gal_T","gal_RH","case_T","case_RH","hvac","gal_M_fix","case_M_fix","gal_M_pkg","gal_LIM","case_LIM","gal_DP"
2401,252,0,23.62,82.35,23.36,64.81,23.75,65.58,0,0.0889,0.0289,2.6604,74.78,74.7,16.36
2402,252,1,25.19,85.37,23.52,66.44,23.71,65.59,0,0.0889,0.0282,2.6604,74.74,74.71,16.91
2403,252,2,24.94,87.83,23.51,67.63,23.67,65.61,0,0.0889,0.0276,2.6604,74.75,74.72,17.18
2404,252,3,25.1,85.1,23.55,68.74,23.64,65.65,0,0.0889,0.0269,2.6604,74.74,74.72,17.47
2405,252,4,25.41,82.37,23.66,70.38,23.65,65.7,0,0.0889,0.0262,2.6604,74.72,74.72,17.95
2406,252,5,25.27,80.67,23.68,70.9,23.65,65.76,0,0.0889,0.0256,2.6604,74.72,74.72,18.09
2407,252,6,25.86,75.98,23.83,71.7,23.69,65.82,0,0.0889,0.0249,2.6604,74.69,74.71,18.41
2408,252,7,26.91,76.52,23.97,72.16,23.75,65.89,0,0.0889,0.0242,2.6604,74.66,74.7,18.65
2409,252,8,27.71,73.3,24.17,71.97,23.83,65.96,0,0.0889,0.0236,2.6604,74.63,74.69,18.8
2410,252,9,27.31,74.89,24.09,66.04,23.88,65.96,1,0.0883,0.0229,2.6604,74.64,74.68,17.36
2411,252,10,27.69,69.86,24.07,62.22,23.92,65.92,1,0.0876,0.0222,2.6604,74.65,74.67,16.39
2412,252,11,29.02,69.15,24.11,59.67,23.96,65.85,1,0.0869,0.0216,2.6604,74.64,74.67,15.78
2413,252,12,29.58,68.83,24.05,57.82,23.98,65.76,1,0.0863,0.0209,2.6604,74.65,74.66,15.22
2414,252,13,29.6,70.78,24.1,57.46,24,65.67,1,0.0856,0.0202,2.6604,74.64,74.66,15.18
2415,252,14,29.31,81.9,24.13,57.11,24.03,65.58,1,0.0849,0.0196,2.6604,74.64,74.66,15.11
2416,252,15,28.69,72.02,24.08,56.78,24.04,65.48,1,0.0843,0.0189,2.6604,74.65,74.65,14.98
2417,252,16,28.62,71.77,24.07,56.36,24.04,65.38,1,0.0836,0.0182,2.6604,74.65,74.65,14.85
2418,252,17,28.6,73.23,24.31,57.63,24.1,65.29,0,0.0829,0.0176,2.6604,74.61,74.64,15.42
2419,252,18,28.11,73.94,24.58,58.65,24.19,65.22,0,0.0823,0.0169,2.6604,74.57,74.63,15.95
2420,252,19,28.66,72.49,24.87,60.05,24.33,65.16,0,0.0816,0.0162,2.6604,74.52,74.61,16.59
2421,252,20,26.63,74.12,24.92,60.76,24.45,65.11,0,0.0809,0.0156,2.6604,74.52,74.59,16.82
2422,252,21,25.15,76.1,24.87,62.32,24.53,65.08,0,0.0803,0.0149,2.6604,74.52,74.57,17.17
2423,252,22,23.92,81.59,24.72,63.26,24.57,65.06,0,0.0796,0.0142,2.6604,74.54,74.57,17.27
2424,252,23,23,80.51,24.42,64.32,24.54,65.05,0,0.0789,0.0136,2.6604,74.59,74.57,17.24
2425,253,0,22.26,84.27,24.28,65.57,24.49,65.06,0,0.0783,0.0129,2.6604,74.61,74.58,17.41
2426,253,1,22.6,86.71,24.1,67.32,24.41,65.08,0,0.0776,0.0122,2.6604,74.64,74.59,17.67
2427,253,2,21.43,91.81,23.84,69.43,24.3,65.13,0,0.0769,0.0116,2.6604,74.69,74.61,17.91
2428,253,3,21.59,91.28,23.52,71.01,24.14,65.2,0,0.0763,0.0109,2.6604,74.75,74.64,17.96
2429,253,4,22.04,90.17,23.21,72.78,23.96,65.28,0,0.0756,0.0102,2.6604,74.8,74.67,18.06
2430,253,5,21.82,90.61,22.99,73.97,23.76,65.38,0,0.0749,0.0095,2.6604,74.85,74.7,18.1
2431,253,6,23.14,88.83,22.8,74.68,23.57,65.48,0,0.0743,0.0089,2.6604,74.89,74.74,18.07
2432,253,7,25.21,84.42,22.92,76.2,23.44,65.6,0,0.0736,0.0082,2.6604,74.86,74.76,18.51
2433,253,8,25.63,85.39,23.07,77.01,23.37,65.73,0,0.0729,0.0075,2.6604,74.83,74.77,18.82
2434,253,9,26.9,84.67,23.57,69.14,23.41,65.76,1,0.0723,0.0069,2.6604,74.74,74.77,17.59
2435,253,10,27.6,79.58,23.79,64.84,23.48,65.75,1,0.0716,0.0062,2.6604,74.7,74.75,16.78
2436,253,11,27.26,83.71,23.95,61.32,23.58,65.7,1,0.0709,0.0055,2.6604,74.67,74.73,16.05
2437,253,12,29.34,76.54,23.95,59.39,23.65,65.63,1,0.0703,0.0049,2.6604,74.67,74.72,15.56
2438,253,13,30.38,74.93,23.95,58.07,23.71,65.55,1,0.0696,0.0042,2.6604,74.67,74.71,15.21
2439,253,14,29.6,72.48,24.05,57.14,23.78,65.46,1,0.0689,0.0035,2.6604,74.65,74.7,15.05
2440,253,15,27.35,69.2,24.09,55.94,23.84,65.35,1,0.0683,0.0029,2.6604,74.65,74.69,14.75
2441,253,16,27.29,73.4,24.01,56.01,23.87,65.25,1,0.0676,0.0022,2.6604,74.66,74.68,14.69
2442,253,17,28.43,63.93,24.31,56.75,23.96,65.15,0,0.0669,0.0015,2.6604,74.61,74.67,15.18
2443,253,18,26.82,64.24,24.35,58.08,24.04,65.07,0,0.0663,9e-04,2.6604,74.6,74.65,15.57
2444,253,19,26.21,63.92,24.45,58.82,24.12,65,0,0.0656,2e-04,2.6604,74.59,74.64,15.87
2445,253,20,26.56,65.86,24.57,59.44,24.21,64.94,0,0.0649,0,2.6604,74.57,74.62,16.14
2446,253,21,26.7,67.87,24.64,60.18,24.3,64.89,0,0.0643,0,2.6604,74.56,74.61,16.41
2447,253,22,26,69.35,24.63,60.95,24.36,64.85,0,0.0636,0,2.6604,74.56,74.6,16.6
2448,253,23,25.45,71.9,24.61,61.84,24.41,64.81,0,0.0629,0,2.6604,74.56,74.59,16.8
2449,254,0,24.77,76.14,24.48,62.85,24.43,64.79,0,0.0623,0,2.6604,74.58,74.59,16.94
2450,254,1,24.07,74.69,24.36,63.93,24.41,64.78,0,0.0616,0,2.6604,74.6,74.59,17.09
2451,254,2,23.52,72.96,24.27,64.47,24.38,64.78,0,0.0609,0,2.6604,74.62,74.6,17.14
2452,254,3,23.76,72.43,24.18,64.98,24.34,64.78,0,0.0603,0,2.6604,74.63,74.6,17.18
2453,254,4,22.88,71.09,24.03,65.4,24.28,64.79,0,0.0596,0,2.6604,74.65,74.61,17.15
2454,254,5,23.38,69.36,23.82,65.28,24.19,64.79,0,0.0589,0,2.6604,74.69,74.63,16.91
2455,254,6,25.22,68.18,23.76,65.63,24.1,64.8,0,0.0583,0,2.6604,74.7,74.64,16.94
2456,254,7,26.13,65.65,23.8,65.71,24.04,64.81,0,0.0576,0,2.6604,74.7,74.65,17
2457,254,8,26.66,64.79,23.84,65.54,24,64.82,0,0.0569,0,2.6604,74.69,74.66,17
2458,254,9,28.04,63.3,23.98,62.01,24,64.79,1,0.0563,0,2.6604,74.66,74.66,16.25
2459,254,10,28.09,65.73,24.01,59.58,24,64.73,1,0.0556,0,2.6604,74.66,74.66,15.66
2460,254,11,28.48,65.53,23.99,57.7,24,64.65,1,0.0549,0,2.6604,74.66,74.66,15.14
2461,254,12,30.4,64.34,24.05,57.21,24.01,64.57,1,0.0543,0,2.6604,74.65,74.66,15.06
2462,254,13,29.97,61.38,24.09,56.38,24.03,64.48,1,0.0536,0,2.6604,74.64,74.66,14.88
2463,254,14,31.49,60.73,24.1,56.01,24.04,64.38,1,0.0529,0,2.6604,74.64,74.65,14.78
2464,254,15,30.94,60.67,24.03,55.77,24.04,64.29,1,0.0523,0,2.6604,74.65,74.65,14.65
2465,254,16,32.02,58.75,23.99,55.55,24.03,64.19,1,0.0516,0,2.6604,74.66,74.65,14.55
2466,254,17,32.02,62,24.59,56.13,24.14,64.1,0,0.0509,0,2.6604,74.57,74.64,15.27
2467,254,18,32.21,65.71,25.09,56.97,24.33,64.02,0,0.0503,0,2.6604,74.49,74.61,15.96
2468,254,19,31.02,68.89,25.48,57.84,24.56,63.95,0,0.0496,0,2.6604,74.44,74.57,16.57
2469,254,20,28.61,69.86,25.62,59.23,24.77,63.9,0,0.0489,0,2.6604,74.42,74.54,17.07
2470,254,21,29.4,77.49,25.79,60.16,24.97,63.86,0,0.0483,0,2.6604,74.4,74.51,17.48
2471,254,22,29.54,78.56,25.99,60.9,25.18,63.83,0,0.0476,0,2.6604,74.38,74.48,17.86
2472,254,23,26.48,82.57,25.96,62.52,25.33,63.81,0,0.0469,0,2.6604,74.38,74.46,18.26
2473,255,0,24.35,82.13,25.68,63.69,25.4,63.81,0,0.0463,0,2.6604,74.42,74.45,18.29
2474,255,1,22.96,94.8,25.36,65.89,25.4,63.83,0,0.0456,0,2.6604,74.46,74.45,18.52
2475,255,2,25.52,86.5,25.37,67.44,25.39,63.87,0,0.0449,0,2.6604,74.46,74.45,18.9
2476,255,3,26.25,86.38,25.32,69.32,25.38,63.94,0,0.0443,0,2.6604,74.46,74.45,19.3
2477,255,4,25.1,83.86,25.22,70.29,25.34,64.01,0,0.0436,0,2.6604,74.47,74.46,19.42
2478,255,5,25.86,81.7,25.19,71.34,25.31,64.09,0,0.0429,0,2.6604,74.48,74.46,19.63
2479,255,6,27.41,84.21,25.28,72.04,25.31,64.18,0,0.0423,0,2.6604,74.47,74.46,19.88
2480,255,7,26.62,81.57,25.32,72.41,25.31,64.27,0,0.0416,0,2.6604,74.46,74.46,20
2481,255,8,26.83,76.08,25.4,72.24,25.33,64.36,0,0.0409,0,2.6604,74.45,74.46,20.04
2482,255,9,27.68,74.79,24.59,66.28,25.18,64.38,1,0.0403,0,2.6604,74.56,74.48,17.88
2483,255,10,30.01,72.64,24.29,62.48,25,64.36,1,0.0396,0,2.6604,74.61,74.5,16.66
2484,255,11,30.59,73.08,24.1,59.76,24.82,64.3,1,0.0389,0,2.6604,74.64,74.53,15.79
2485,255,12,31.79,76.45,24.11,58.11,24.68,64.24,1,0.0383,0,2.6604,74.64,74.55,15.36
2486,255,13,31.27,74.57,23.99,57.14,24.54,64.16,1,0.0376,0,2.6604,74.66,74.57,14.99
2487,255,14,31.02,72.93,23.99,56.58,24.43,64.07,1,0.0369,0,2.6604,74.66,74.59,14.84
2488,255,15,32.12,76.98,24.05,55.57,24.36,63.98,1,0.0363,0,2.6604,74.65,74.6,14.61
2489,255,16,32.03,79.6,23.95,55.72,24.27,63.89,1,0.0356,0,2.6604,74.67,74.61,14.56
2490,255,17,30.29,86.58,24.3,57.71,24.28,63.82,0,0.0349,0,2.6604,74.61,74.61,15.43
2491,255,18,30.61,80.11,24.75,59.58,24.38,63.77,0,0.0343,0,2.6604,74.54,74.6,16.36
2492,255,19,29.17,82.66,25,61.17,24.5,63.74,0,0.0336,0,2.6604,74.51,74.58,17
2493,255,20,28.05,86.62,25.17,62.62,24.63,63.73,0,0.0329,0,2.6604,74.48,74.56,17.54
2494,255,21,27.61,89.33,25.32,64.13,24.77,63.73,0,0.0323,0,2.6604,74.46,74.54,18.05
2495,255,22,28.27,92.41,25.44,65.77,24.9,63.76,0,0.0316,0,2.6604,74.45,74.52,18.57
2496,255,23,28.31,92.53,25.49,67.2,25.02,63.79,0,0.0309,0,2.6604,74.44,74.5,18.96
2497,256,0,27.57,93.93,25.54,68.87,25.12,63.85,0,0.0303,0,2.6604,74.43,74.49,19.4
2498,256,1,27.19,93.25,25.58,70.35,25.22,63.92,0,0.0296,0,2.6604,74.43,74.48,19.78
2499,256,2,26.24,96.11,25.55,72.25,25.28,64.02,0,0.0289,0,2.6604,74.43,74.47,20.18
2500,256,3,26.9,96.14,25.58,74.23,25.34,64.13,0,0.0283,0,2.6604,74.43,74.46,20.65
2501,256,4,27.69,96.46,25.62,75.79,25.4,64.26,0,0.0276,0,2.6604,74.42,74.45,21.03
2502,256,5,27.84,91.98,25.71,76.8,25.46,64.4,0,0.0269,0,2.6604,74.41,74.44,21.33
2503,256,6,27.61,91.78,25.71,77.91,25.51,64.55,0,0.0263,0,2.6604,74.41,74.44,21.57
2504,256,7,28.41,85.02,25.79,78.27,25.57,64.7,0,0.0256,0,2.6604,74.4,74.43,21.72
2505,256,8,29.35,85.06,25.99,78.61,25.65,64.86,0,0.0249,0,2.6604,74.38,74.42,21.98
2506,256,9,29.15,93.03,24.8,70.21,25.48,64.92,1,0.0243,0,2.6604,74.53,74.44,19
2507,256,10,31.66,78.25,24.29,64.59,25.24,64.91,1,0.0236,0,2.6604,74.61,74.47,17.2
2508,256,11,34.43,74.67,24.12,60.95,25.02,64.87,1,0.0229,0,2.6604,74.64,74.5,16.12
2509,256,12,35.57,72.03,24.09,58.17,24.83,64.79,1,0.0222,0,2.6604,74.64,74.53,15.36
2510,256,13,35.38,70.57,24.07,57.06,24.68,64.71,1,0.0216,0,2.6604,74.65,74.55,15.04
2511,256,14,35.9,70.68,24.03,56.42,24.55,64.61,1,0.0209,0,2.6604,74.65,74.57,14.83
2512,256,15,35.98,71.04,24,55.83,24.44,64.52,1,0.0202,0,2.6604,74.66,74.59,14.64
2513,256,16,35.73,67.02,23.99,55.18,24.35,64.41,1,0.0196,0,2.6604,74.66,74.6,14.45
2514,256,17,35.6,67.15,24.83,56.15,24.45,64.32,0,0.0189,0,2.6604,74.53,74.59,15.5
2515,256,18,35.25,73.91,25.58,57.15,24.67,64.24,0,0.0182,0,2.6604,74.43,74.55,16.48
2516,256,19,33.24,76.73,26.14,58.3,24.97,64.18,0,0.0176,0,2.6604,74.36,74.51,17.31
2517,256,20,31.31,79.99,26.53,60.03,25.28,64.13,0,0.0169,0,2.6604,74.33,74.47,18.14
2518,256,21,27.4,81.32,26.47,61.43,25.52,64.1,0,0.0162,0,2.6604,74.33,74.44,18.45
2519,256,22,24.49,92.43,26.18,64,25.65,64.1,0,0.0156,0,2.6604,74.36,74.42,18.83
2520,256,23,25.7,85.54,26.09,66.2,25.74,64.12,0,0.0149,0,2.6604,74.37,74.41,19.29
2521,257,0,23.15,95.81,25.78,68.26,25.75,64.17,0,0.0142,0,2.6604,74.4,74.41,19.49
2522,257,1,24.73,88.13,25.69,69.49,25.73,64.23,0,0.0136,0,2.6604,74.42,74.41,19.69
2523,257,2,23.57,89.24,25.48,70.67,25.68,64.3,0,0.0129,0,2.6604,74.44,74.42,19.76
2524,257,3,23.74,92.6,25.21,71.72,25.59,64.38,0,0.0122,0,2.6604,74.48,74.43,19.74
2525,257,4,23.81,93.15,25.01,73.39,25.47,64.48,0,0.0116,0,2.6604,74.5,74.44,19.92
2526,257,5,25.16,94.22,24.95,74.54,25.37,64.59,0,0.0109,0,2.6604,74.51,74.46,20.11
2527,257,6,26.13,96.9,24.88,75.78,25.27,64.72,0,0.0102,0,2.6604,74.52,74.47,20.32
2528,257,7,26.32,99,24.89,77.15,25.19,64.86,0,0.0096,0,2.6604,74.52,74.48,20.61
2529,257,8,29.74,87.08,25.18,77.51,25.19,65,0,0.0089,0,2.6604,74.48,74.48,20.97
2530,257,9,30.66,87.2,25.54,77.98,25.26,65.14,0,0.0082,0,2.6604,74.43,74.47,21.41
2531,257,10,32.91,84.25,26.11,78.15,25.43,65.29,0,0.0076,0,2.6604,74.37,74.45,22.01
2532,257,11,32.32,81.94,26.57,78.41,25.66,65.43,0,0.0069,0,2.6604,74.32,74.42,22.5
2533,257,12,32.65,78.26,27.03,78.61,25.93,65.58,0,0.0062,0,2.6604,74.28,74.39,22.99
2534,257,13,32.85,77.3,27.41,78.53,26.23,65.72,0,0.0056,0,2.6604,74.25,74.36,23.35
2535,257,14,31.25,75.68,27.59,78.56,26.5,65.86,0,0.0049,0,2.6604,74.24,74.33,23.52
2536,257,15,31.11,75.44,27.71,78.82,26.74,66.01,0,0.0042,0,2.6604,74.23,74.31,23.7
2537,257,16,31,69.94,27.97,78.98,26.99,66.15,0,0.0036,0,2.6604,74.22,74.29,23.98
2538,257,17,29.74,80.81,28.06,79.09,27.2,66.3,0,0.0029,0,2.6604,74.21,74.27,24.09
2539,257,18,29.5,73,28.03,79.15,27.37,66.44,0,0.0022,0,2.6604,74.22,74.26,24.07
2540,257,19,28.76,77.41,27.93,79,27.48,66.58,0,0.0016,0,2.6604,74.22,74.25,23.95
2541,257,20,29.55,77.12,27.96,79.34,27.58,66.72,0,9e-04,0,2.6604,74.22,74.24,24.05
2542,257,21,27.73,81.65,27.8,79.25,27.62,66.86,0,2e-04,0,2.6604,74.23,74.24,23.88
2543,257,22,27.02,80.23,27.66,79.33,27.63,67,0,0,0,2.6604,74.24,74.24,23.75
2544,257,23,26.11,80.43,27.42,78.85,27.59,67.13,0,0,0,2.6604,74.25,74.24,23.42
2545,258,0,25.34,82.64,27.11,79.78,27.49,67.27,0,0,0,2.6604,74.28,74.25,23.32
2546,258,1,25.1,85.86,26.87,80.61,27.37,67.42,0,0.006,0,2.6604,74.29,74.26,23.26
2547,258,2,26.26,88.5,26.71,81.07,27.24,67.57,0,0.0133,0,2.6604,74.31,74.27,23.2
2548,258,3,25.42,99,26.52,82.01,27.09,67.73,0,0.0232,0,2.6604,74.33,74.28,23.19
2549,258,4,25.81,91.08,26.31,82.49,26.94,67.89,0,0.0342,0,2.6604,74.35,74.29,23.09
2550,258,5,27.22,90.5,26.26,83.08,26.8,68.06,0,0.0467,0,2.6604,74.35,74.3,23.16
2551,258,6,27.29,90.83,26.26,83,26.69,68.23,0,0.059,0,2.6604,74.35,74.31,23.14
2552,258,7,30.41,88.13,26.51,83.46,26.66,68.4,0,0.0726,0,2.6604,74.33,74.31,23.48
2553,258,8,31.18,85.83,26.8,83.07,26.69,68.56,0,0.0852,0,2.6604,74.3,74.31,23.69
2554,258,9,31.36,84.38,25.28,73.62,26.4,68.62,1,0.0839,0,2.6604,74.47,74.34,20.23
2555,258,10,31.86,77.61,24.54,66.56,26.03,68.59,1,0.0826,0,2.6604,74.57,74.38,17.91
2556,258,11,32.99,75.19,24.27,62.22,25.68,68.52,1,0.0812,0,2.6604,74.61,74.42,16.58
2557,258,12,32.8,71.37,24.2,59.71,25.38,68.43,1,0.0799,0,2.6604,74.63,74.45,15.87
2558,258,13,33.13,70.45,24.09,57.65,25.12,68.31,1,0.0786,0,2.6604,74.64,74.49,15.22
2559,258,14,33.81,71.21,24.07,56.87,24.91,68.18,1,0.0772,0,2.6604,74.65,74.52,14.98
2560,258,15,34.37,72.17,24.13,56.46,24.76,68.05,1,0.0772,0,2.6604,74.64,74.54,14.94
2561,258,16,33.41,74.44,24.06,56.06,24.62,67.92,1,0.0772,0,2.6604,74.65,74.56,14.76
2562,258,17,34.15,73.71,24.74,57.55,24.64,67.8,0,0.0772,0,2.6604,74.54,74.56,15.8
2563,258,18,34.27,74.69,25.46,58.7,24.81,67.7,0,0.0772,0,2.6604,74.44,74.53,16.79
2564,258,19,33.33,79.11,25.97,60.34,25.04,67.62,0,0.0772,0,2.6604,74.38,74.5,17.69
2565,258,20,30.61,79.78,26.15,61.43,25.26,67.55,0,0.0772,0,2.6604,74.36,74.47,18.16
2566,258,21,30.11,83.34,26.37,63,25.48,67.5,0,0.0772,0,2.6604,74.34,74.44,18.76
2567,258,22,29.98,84.38,26.62,64.89,25.71,67.47,0,0.0772,0,2.6604,74.32,74.41,19.47
2568,258,23,28.86,88.11,26.72,66.5,25.91,67.46,0,0.0772,0,2.6604,74.31,74.39,19.96
2569,259,0,27.12,92.17,26.72,68.5,26.07,67.47,0,0.0772,0,2.6604,74.31,74.37,20.44
2570,259,1,24.82,99,26.55,70.56,26.17,67.5,0,0.0772,0,2.6604,74.32,74.36,20.76
2571,259,2,24.53,95.25,26.32,71.75,26.2,67.55,0,0.0772,0,2.6604,74.35,74.36,20.81
2572,259,3,23.17,99,26.07,72.91,26.17,67.61,0,0.0772,0,2.6604,74.37,74.36,20.83
2573,259,4,25.03,90.83,25.91,74.24,26.12,67.68,0,0.0772,0,2.6604,74.39,74.37,20.97
2574,259,5,24.26,93.61,25.69,75.4,26.03,67.77,0,0.0772,0,2.6604,74.42,74.38,21.01
2575,259,6,24.76,91.91,25.54,76.63,25.93,67.87,0,0.0772,0,2.6604,74.43,74.39,21.13
2576,259,7,25.35,90.3,25.39,77.7,25.83,67.98,0,0.0772,0,2.6604,74.45,74.4,21.21
2577,259,8,25.79,86.99,25.33,78.56,25.73,68.1,0,0.0772,0,2.6604,74.46,74.41,21.33
2578,259,9,27.22,81.72,24.55,71,25.49,68.13,1,0.0766,0,2.6604,74.57,74.44,18.95
2579,259,10,27.64,78.06,24.25,65.42,25.24,68.1,1,0.0759,0,2.6604,74.62,74.47,17.35
2580,259,11,29.23,76.74,24.18,62.11,25.03,68.03,1,0.0752,0,2.6604,74.63,74.5,16.47
2581,259,12,29.17,73.95,24.07,59.33,24.84,67.93,1,0.0746,0,2.6604,74.65,74.53,15.65
2582,259,13,30.85,70.74,24.07,57.46,24.68,67.82,1,0.0739,0,2.6604,74.65,74.55,15.15
2583,259,14,31.16,68.03,24.01,56.52,24.55,67.69,1,0.0732,0,2.6604,74.66,74.57,14.83
2584,259,15,30.99,67.67,24,56.18,24.44,67.57,1,0.0726,0,2.6604,74.66,74.59,14.74
2585,259,16,30.56,67.37,24.07,55.72,24.36,67.43,1,0.0719,0,2.6604,74.65,74.6,14.67
2586,259,17,30.08,67.84,24.35,56.66,24.36,67.31,0,0.0712,0,2.6604,74.6,74.6,15.19
2587,259,18,30.3,67.7,24.68,57.29,24.42,67.2,0,0.0706,0,2.6604,74.55,74.59,15.67
2588,259,19,29.56,67.37,24.96,58.16,24.53,67.1,0,0.0699,0,2.6604,74.51,74.57,16.17
2589,259,20,27.96,66.84,25.05,59.23,24.64,67.01,0,0.0692,0,2.6604,74.5,74.56,16.54
2590,259,21,28.18,71.18,25.23,60.09,24.75,66.94,0,0.0686,0,2.6604,74.47,74.54,16.94
2591,259,22,26.19,72.83,25.13,60.93,24.83,66.87,0,0.0679,0,2.6604,74.49,74.53,17.06
2592,259,23,24.1,76.23,25.04,61.8,24.87,66.81,0,0.0672,0,2.6604,74.5,74.52,17.2
2593,260,0,22.32,78.89,24.75,62.9,24.85,66.77,0,0.0666,0,2.6604,74.54,74.53,17.21
2594,260,1,22.64,79.22,24.55,64,24.79,66.74,0,0.0659,0,2.6604,74.57,74.54,17.29
2595,260,2,21.93,81.62,24.23,65.33,24.68,66.72,0,0.0652,0,2.6604,74.62,74.55,17.31
2596,260,3,22.41,84.88,24.06,66.61,24.55,66.72,0,0.0646,0,2.6604,74.65,74.57,17.46
2597,260,4,22.59,84.45,23.86,67.44,24.41,66.73,0,0.0639,0,2.6604,74.68,74.59,17.47
2598,260,5,22.51,84.34,23.63,68.43,24.26,66.75,0,0.0632,0,2.6604,74.72,74.62,17.48
2599,260,6,23.19,82.9,23.44,69.23,24.09,66.78,0,0.0626,0,2.6604,74.76,74.64,17.48
2600,260,7,23.32,81.67,23.39,69.74,23.95,66.81,0,0.0619,0,2.6604,74.77,74.67,17.55
2601,260,8,23.95,79.24,23.32,70.55,23.83,66.85,0,0.0612,0,2.6604,74.78,74.69,17.66
2602,260,9,25.12,74.47,23.65,65.32,23.79,66.83,1,0.0606,0,2.6604,74.72,74.7,16.76
2603,260,10,27.61,72.88,23.82,61.97,23.8,66.78,1,0.0599,0,2.6604,74.69,74.69,16.09
2604,260,11,27.87,80.92,23.93,59.89,23.82,66.7,1,0.0592,0,2.6604,74.67,74.69,15.66
2605,260,12,30.45,72.32,24,58.49,23.86,66.61,1,0.0586,0,2.6604,74.66,74.68,15.36
2606,260,13,31.23,71.78,23.96,57.64,23.88,66.51,1,0.0579,0,2.6604,74.67,74.68,15.1
2607,260,14,31.16,71.14,23.99,56.71,23.9,66.4,1,0.0572,0,2.6604,74.66,74.68,14.87
2608,260,15,31.82,72.12,23.95,56.37,23.91,66.29,1,0.0566,0,2.6604,74.67,74.68,14.74
2609,260,16,30.93,73.2,24.02,55.51,23.93,66.17,1,0.0559,0,2.6604,74.66,74.67,14.56
2610,260,17,32.21,77.02,24.65,56.68,24.08,66.07,0,0.0552,0,2.6604,74.56,74.65,15.48
2611,260,18,30.71,76.35,25,57.83,24.26,65.98,0,0.0546,0,2.6604,74.5,74.62,16.12
2612,260,19,29.19,78.86,25.19,59.6,24.45,65.91,0,0.0539,0,2.6604,74.48,74.59,16.77
2613,260,20,27.93,81.91,25.29,61.03,24.62,65.85,0,0.0532,0,2.6604,74.47,74.56,17.23
2614,260,21,25.61,89.12,25.26,62.73,24.74,65.82,0,0.0526,0,2.6604,74.47,74.54,17.65
2615,260,22,26.5,83.23,25.27,63.52,24.85,65.79,0,0.0519,0,2.6604,74.47,74.53,17.86
2616,260,23,24.9,86.46,25.18,65.24,24.92,65.78,0,0.0512,0,2.6604,74.48,74.52,18.2
2617,261,0,22.2,95.04,24.77,66.89,24.89,65.8,0,0.0506,0,2.6604,74.54,74.52,18.21
2618,261,1,21.3,95.8,24.4,68.84,24.79,65.83,0,0.0499,0,2.6604,74.59,74.53,18.31
2619,261,2,22.27,88.46,24.18,70.07,24.67,65.88,0,0.0492,0,2.6604,74.63,74.55,18.38
2620,261,3,22.42,87.33,23.98,71.07,24.53,65.94,0,0.0486,0,2.6604,74.66,74.57,18.41
2621,261,4,23.56,92.81,23.92,72.46,24.41,66.01,0,0.0479,0,2.6604,74.67,74.59,18.67
2622,261,5,24.08,89.69,23.75,73.13,24.28,66.09,0,0.0472,0,2.6604,74.7,74.61,18.65
2623,261,6,26.12,87.65,23.83,73.77,24.19,66.17,0,0.0466,0,2.6604,74.69,74.63,18.86
2624,261,7,25.75,83.36,23.79,74.48,24.11,66.26,0,0.0459,0,2.6604,74.7,74.64,18.98
2625,261,8,26.41,81.43,23.9,75.31,24.06,66.37,0,0.0452,0,2.6604,74.68,74.65,19.26
2626,261,9,29.63,75.93,23.86,67.99,24.02,66.38,1,0.0446,0,2.6604,74.68,74.66,17.59
2627,261,10,29.79,71.52,23.95,63.37,24.01,66.35,1,0.0439,0,2.6604,74.67,74.66,16.57
2628,261,11,30.73,71.43,24.06,59.84,24.02,66.28,1,0.0432,0,2.6604,74.65,74.66,15.78
2629,261,12,31.35,65.35,24.08,58.48,24.03,66.19,1,0.0426,0,2.6604,74.65,74.65,15.43
2630,261,13,32.75,66.09,24.04,57.78,24.03,66.1,1,0.0419,0,2.6604,74.65,74.65,15.21
2631,261,14,33.47,66.01,24.04,56.44,24.03,65.99,1,0.0412,0,2.6604,74.65,74.65,14.85
2632,261,15,33.57,63.43,24.05,55.55,24.04,65.87,1,0.0406,0,2.6604,74.65,74.65,14.61
2633,261,16,32.98,61.64,24.02,54.87,24.03,65.75,1,0.0399,0,2.6604,74.66,74.65,14.38
2634,261,17,31.3,60.32,24.56,56.02,24.14,65.64,0,0.0392,0,2.6604,74.57,74.64,15.21
2635,261,18,32.07,62.23,25.09,56.13,24.33,65.54,0,0.0386,0,2.6604,74.49,74.61,15.74
2636,261,19,31.42,66.83,25.44,57.25,24.55,65.45,0,0.0379,0,2.6604,74.45,74.57,16.37
2637,261,20,30.88,74.79,25.83,58.71,24.81,65.37,0,0.0372,0,2.6604,74.4,74.53,17.13
2638,261,21,30.05,80.81,25.97,60.64,25.04,65.32,0,0.0366,0,2.6604,74.38,74.5,17.78
2639,261,22,27.94,86.57,26.01,62.46,25.23,65.29,0,0.0359,0,2.6604,74.38,74.47,18.28
2640,261,23,25.53,84.92,25.98,63.6,25.38,65.27,0,0.0352,0,2.6604,74.38,74.45,18.54
2641,262,0,25.48,88.35,25.85,65.26,25.48,65.27,0,0.0346,0,2.6604,74.4,74.44,18.83
2642,262,1,24.83,90.73,25.76,67.04,25.53,65.29,0,0.0339,0,2.6604,74.41,74.43,19.18
2643,262,2,24.28,91.73,25.55,68.85,25.54,65.33,0,0.0332,0,2.6604,74.43,74.43,19.41
